index	sentence_bleu	source_am	reference_en	hypothesis_en
930	26.32	በአንዳንድ መንገዶች ላይ ትላልቆቹ ኩባንያዎች የራሳቸው አውሮፕላኖች አሏቸው፣ ነገር ግን ለሌሎች መንገዶች እና ትናንሽ ድርጅቶች ችግር ነበር።	On some routes, the larger companies have their own planes, but for other routes and smaller firms there was a problem.	In some ways, the largest companies have their own aircraft, but there was a problem for other ways and small organizations.
952	26.47	እዚህ የነበራቸውን ጊዜ ተቋቁመው በህይወት ያሉ ብዙ ወንዶችና ሴቶች በህይወት የተረፉ አሁንም አሉ፣ እና እዚያ የተገደሉ ወይም እስከሚሞቱ ድረስ ስራ የሰሩ የሚወዷቸው ሰዎች የነበሯቸው ብዙዎች፣ አይሁዶች እና አይሁድ ያልሆኑ በተመሳሳይ።	There are still many men and women alive who survived their time here, and many more who had loved ones who were murdered or worked to death there, Jews and non-Jews alike.	There are still many men and women alive who have been intertwined when we had them here, and there have been so many who have enjoyed the work of their loved ones who have been killed or died, many Jews and non-Jewelry.
1011	26.57	ሰራተኞች ለሚሰጡት ውሳኔዎች በሙሉ የበላዮቻቸውን በአብዝኛው ተቀባይነት ሊያገኙ ይገባል፣ እና የበላዮቻቸውን መመሪያዎች ያለ ጥያቄ ሊቀበሉ ይጠበቅባቸዋል።	Workers must often get their superiors' approval for any decisions they make, and are expected to obey their superiors' instructions without question.	Employees must be accepted by the ambassador for all the decisions they make, and they must receive their instructions without question.
1007	26.66	አከባቢዎቹ ጥቂት የሰፈሩ ሰዎች ስላሉበት፣ እና የብርሃን ብክለት ብዙውን ጊዜ ችግር ስለማይሆን፣ በከዋክብትም መደሰት ይችላሉ።	As the areas are sparsely populated, and light pollution therefore often not a problem, you will also be able to enjoy the stars.	Since the environments have few people, and the pollution of light is often not a problem, you can enjoy the stars too.
238	26.75	ይህ ተጫዋቾችን፤ በቪዲዮ ጨዋታዎች ላይ መሳሪያውን በአየር ላይ በማንቀሳቀስ ድርጊቶችን እና እንቅስቃሴዎችን እንዲቆጣጠሩ ያስችላቸዋል።	This will allow players to control actions and movements in video games by moving the device through the air.	This allows players to control actions and activities by running the device on the air on video games.
12	26.76	በPALM ሙከራ፣ ZMapp እንደ መቆጣጠሪያ ያገለግል ነበር፣ ማለት ተመራማሪዎች እንደ መነሻ ይጠቀሙበት እና ከሌሎች ሶስት ህክምናዎች ጋር ያነጻጽሩታል።	In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.	In a single experiment, it was used as a control, meaning researchers used it as a source and compared it with other three treatments.
395	26.84	አብዛኛው የእብራውያን ቤተሰብ ህይወት የሚመራው ከቤት ውጪ ላይ ነበር።	Most of the life of the Hebrew family happened in the open air.	Most of the Hebrew family was located outside of the house.
506	26.85	ሌሎች በእንስሳት ያደጉ ናቸው ተብሎ ይታሰባል፣ አንዳንዶቹ በጫካ ውስጥ ብቻቸውን እንደኖሩ ይነገራል።	Others are alleged to have been brought up by animals; some are said to have lived in the wild on their own.	Others are thought to be raised by animals, some are said to have lived alone in the forest.
495	26.87	በመካከለኛው ዘመን መጨረሻ አካባቢ ምእራብ አውሮፓ የራሳቸውን የአለባበስ ዘዴ መፍጠር ጀመሩ። በጦርነቶቹ ምክንያት ከጊዜው ትልቆቹ እድገቶች አንዱ ሰዎች ልብሳቸውን ለመዝጋት ቁልፍ መጠቀም መጀመራቸው ነበር።	towards the end of the Middle Ages western Europe began to develop their own style. one of the biggest developments of the time as a result of the crusades people began to use buttons to fasten clothing.	At the end of the Middle Ages, West Europe began to create their own dressing method, and due to the wars, one of the biggest developments was beginning to use the key to close their clothes.
935	26.90	በአጠቃላይ ለመናገር ከኤ ወደ ቢ ለሚደረጉ ቀጥታ በረራዎች የቢዝነስ ወይም የመጀመሪያ ክፍል ወንበሮች ላይ ቅናሽ መፈለግ ሁላ ጥቅም የለውም።	Generally speaking, there is no point in even looking for discounts for business or first-class seats on direct flights from A to B.	In general, finding a discount on business or first-class seats for direct flights from A to ATA is of no benefit.
379	26.92	እጽዋት ከጸሀይ በብርሃን አስተጻምሮ ምግባቸውን ያዘጋጃሉ። ጥላም ያቀርባሉ።	Plants make their food from the sun by photosynthesis. They also provide shade.	Plants are shining their food from the sun and shining in the light.
760	26.93	ሞንቴቪዲዮ ከፊል ሞቃታማ ክፍል ውስጥ ይገኛል፤ በበጋ ወራት፣ +30°C የሙቀት መጠኖች የተለመዱ ናቸው።	Montevideo is in the subtropics; in the summer months, temperatures above +30°C are common.	Montevide is located in the hottest part of the season; in the summer months, its 30 temperature is common.
806	26.95	በሌላ በኩል በብዙ ሃገራት በረዷማና በረዷማ ሁኔታዎች የተለመዱ ናቸው፣ እና ትራፊክ ባብዛኛው አመቱን ሙሉ ሳይቋረጥ ይቀጥላል።	On the other hand, icy and snowy conditions are normal in many countries, and traffic goes on mostly uninterrupted all year round.	On the other hand, in many countries, the conditions of poor and productive are common, and traffic will continue to disrupt the whole year.
464	26.99	በሶስተኛው ክፍለ ዘመን BCE በግብጻውያን የተገነባው ታላቁ ፒራሚድ፣ የሞተውን ፈርኦንን ለማክበር ከተገነቡ በርካታ ትላልቅ የፒራሚድ ህንጻዎች አንዱ ነው።	Built by the Egyptians in the third century BCE, the Great Pyramid is one of many large pyramid structures built to honor dead Pharaoh.	Built in the third century, the Great Pyramid, which was built by Egypt, is one of the many large pyramid buildings built to celebrate Pharaoh.
920	27.04	በጀልባ መዝናናት በፊንላንድ ውስጥ አገር አቀፍ የጊዜ ማሳለፊያ ሲሆን አንድ ጀልባዋ ለሰባት ወይም ስምንት ሰዎች ነው።	Boating is a national pastime in Finland, with a boat to every seven or eight people.	The relaxation of a boat is a national landmark in Finland and a boat is for seven or eight people.
939	27.13	በ 1994 ይህ ግጭት የራሱ መንግስት እና ምንዛሪ ያለው ነገር ግን በማንኛውም የUN አባል ሀገር እውቅና ያላገኘው በምስራቅ ሞልዶቫ የሚገኘውን እራሱን ትራንስንስትሪያ ሪፑብሊክ ብሎ የሚጠራውን ቀጠና እንዲፈጠር አደረገ።	In 1994, this conflict led to the creation of the self-proclaimed Transnistria Republic in eastern Moldova, which has its own government and currency but is not recognised by any UN member country.	In 1994, this conflict sparked its own government and its own currency, but it created a hole in the eastern Moldova, which was not recognized by any member states.
142	27.18	ምንም እንኳን የሱናሚ ስጋት ባይኖርም ነዋሪዎቹ መፍራት ጀመሩ እና ንግዶቻቸውን እና ቤቶቻቸውን ጥለው መሄድ ጀመሩ።	Despite there being no tsunami threat, residents started to panic and began to leave their businesses and homes.	Although there was no risk of tsunami, residents began to fear and began to walk their businesses and homes.
766	27.26	ተገቢውን እርቀት ባለመጠበቃቸው በየአመቱ ደርዘኖች ጎብኚዎች ተጎድተዋል። እነዚህ እንስሳት ትልቅ፣ የዱር፣ እና አደገኛ ሊሆኑ የሚችሉ ናቸው፤ ስለዚህ ቦታ ይስጧቸው።	Each year, dozens of visitors are injured because they didn't keep a proper distance. These animals are large, wild, and potentially dangerous, so give them their space.	Each year, visitors are affected by the lack of proper distancing, these animals are large, wild, and dangerous; they give them space.
667	27.33	“የማይታየው ቡድን” እያንዳንዱ አባላቱ ሪፖርት የሚያደርጉበት የአስተዳደር ቡድን ነው። የማይታየው ቡድን ለእያንዳንዱ አባል ደረጃዎችን ያወጣል።	The “invisible team” is the management team to which each of the members report. The invisible team sets the standards for each member.	The Necessary Team is a management team where each member is reporting. The invisible team will set standards for each member.
943	27.37	አንዴ በስምይርና ጥንታዊ ከተማ አሁን ዘመናዊ ከተማ የሆነው፣ ያደገ እና የተጨናነቀ የንግድ ቦታ ነው፤ በተራሮች የተከበበ ትልቅ ባህረ ሰላጤ ነበረ።	Once the ancient city of Smyrna, it is now a modern, developed, and busy commercial center, set around a huge bay and surrounded by mountains.	Once in Summer and ancient city, it is now a modern city, growing and crowded business site; there was a large gulf surrounded by mountains.
229	27.45	ፖትሮ በዚህ ጊዜ ለትከሻው ህክምና አገኘ ግን ወደ ጨዋታው ለመመለስ ቻለ።	Potro received treatment to his shoulder at this point but managed to return to the game.	Peter was able to get treatment for his shoulder at this time but get back to the game.
619	27.57	አብዛኞቹ ነፍሳት ሰውነታቸውን ወደኋላ በመመለስ ክንፎቻቸውን ማጠፍ የመቻላቸው ጥቅም አላቸው።	Most insects have the advantage of being able to fold their wings back along the body.	Most of the insects have the advantage of retaining their wings by turning back their bodies.
645	27.57	ሰዎች አሁን ወደ መቅረጫ መቅረብ በጭራሽ ሳያስፈልጋቸው ፣ በኮምፒተር ማያ ገጾች ላይ መልእክቶችን ይጽፋሉ።	People now write messages on computer screens, never having to come close to a sharpener.	People don't ever need to get close to the record, write messages on computer screens.
837	27.64	በቅመማ ቅመም የተቆላ ምግብ በፈሳሹ መጠን መሰረት “ደረቅ” ወይም “እርጥብ” ሊሆን ይችላል።	A curry can be either \"dry\" or \"wet\" depending on the amount of liquid.	Systemed food may be uninterrupted or subtropical, depending on the amount of liquid food.
538	27.67	ውጥረቱ ዝቅተኛ በሆነ ቁጥር ፣ የህይወት ሃይል የበለጠ አዎንታዊ ይሆናል። እያንዳንዱ ሰው ፍጹም ሰላምን እና እርካታን የማግኘት አቅም አለው።	The lower the tension, the more positive the life force present. Every person has the potential to find absolute peace and contentment.	With a lower number of efforts, the power of life will be more positive. Every person has the potential to enjoy perfect peace and satisfaction.
535	27.72	በእንቅልፍዎ ውስጥ ሰኣቱን እንደገና ሲያስተካክሉ ካዩ ፣ ለማጥፋትት ከአልጋዎ እንዲወጡ በክፍሉ ተቃራኒ ሊቀመጥ ይችላል።	If you find yourself resetting the clock in your sleep, it can be placed on the other side of the room, forcing you to get out of bed to turn it off.	If you see the watch rebranding the watch in your sleep, it can be kept the opposite of the room so that you can get out of your bed to destroy it.
154	27.75	ከደቡባዊ እህቶቻቸው ጋር ያለው ጨዋታ ላይ በደንብ ልምድ የሌላቸው ቢመስሉም ደቡብ አፍሪካ ቀስ በቀስ ውድድሩ በቀጠለ ቁጥር አሻሻለች።	Looking decidedly rusty in the game against their southern sisters, South Africa however steadily improved as the tournament progressed.	Although they seemed to have no experience in the game with their southern sisters, South Africa gradually improved with the competition.
252	27.86	አንዳንድ መንገዶች ተጎድተዋል ፣ በተጎዱ አካባቢዎች የባቡር አገልግሎት ተቋርጧል እንዲሁም በኢሺካዋ መስተዳድር የሚገኘው የኖቶ አየር ማረፊያ እንደተዘጋ ነው።	Some roads have been damaged, railway service interrupted in the affected areas, and the Noto Airport in Ishikawa prefecture remains closed.	Some roads have been damaged, the rail service in affected areas has been discontinued and the Nototo airport in Echika is closed.
895	27.98	ውጭ ከኖሩ በኋላ ወደቤት ሲመለሱ ለአዲሱ ባህል ለምደዋል እና የቤትዎን ባህል አንዳንድ ልማዶችዎን አጥተዋል።	When returning home after living abroad, you've adapted to the new culture and lost some of your habits from your home culture.	When you have lived outside, you have lost your habits for the new culture and lost your home culture.
311	28.10	በርካታ ታጋቾችን ማዳን ተችሏል እናም እስካሁን በትንሹ ስድስት እንደሞቱ ተረጋግጧል።	Several hostages have been rescued and least six have been confirmed dead so far.	Numerous hostages have been saved and so far six have been confirmed.
330	28.11	ኮሜቶች ምናልባት ፕሮቲኖችን ሊፈጥሩ እና ህይወትን ሊደግፉ ከሚችሉ ኦርጋኒክ ንጥረ ነገሮች ጋር ወደ ምድር የውሃ አቅርቦት ምንጭ ሊሆኑ ይችላሉ።	Comets may possibly have been a source of water delivery to the earth along with organic matter that can form proteins and support life.	Comments can probably be a source of water supply to Earth with organic substances that can create proteins and support life.
265	28.17	ህጉ በካሊፎርኒያ ግዛት ውስጥ የሚሸጡ አመጸኛ ቪዲዮ ጨዋታዎች \"18\" በሚል ጽሁፍ ምልክት እንዲደረግባቸው እና ከዚያ ኣመት በታች ለሆነ ልጅ መሸጥ በአንድ ጥፋት $1000 የሚያስቀጣ ነው።	The bill requires violent video games sold in the state of California to be labeled with a decal reading \"18\" and makes their sale to a minor punishable by a fine of $1000 per offense.	The law is punishable for the unbiased video games sold in the state of California to be labeled in 18 and sold to a child under that year.
34	28.31	የአገረ ገዢው ቢሮ አስራ ዘጠኝ ፖሊስ መኮንኖች ተጎድተዋል ብሎ ተናገረ።	The governor's office said nineteen of the injured were police officers.	The governor's office said nine police officers were injured.
955	28.55	የባርሴሎና ኦፊሲያላዊ ቋንቋዎች ካታላን እና እስጳኛ ናቸው። ግማሽ የሚሆኑት ካታላን መናገር ይመርጣሉ እና ሁሉም ሰው ሊባል በሚችል ሁኔታ እስጳኛ ይውቃል።	Barcelona's official languages are Catalan and Spanish. About a half prefer to speak Catalan, a vast majority understands it, and virtually everyone knows Spanish.	Barcelona's official languages are Catalan and Batila. The half of them prefer to speak Catalan and know it in a way that everyone can be called.
544	28.57	በ 2 ኛው የኣለም ጦርነት ጀርመን በ USSR እና በአሜሪካ መካከል ትብብር በመፍጠር የጋራ ጠላት ነበረች። ጦርነቱ ሲያበቃ የስርኣት ፣ የሂደት እና የባህል ግጭቶች አገራት ወደ ወድቀት እንዲመሩ አድርጓቸዋል።	Germany was a common enemy in World War 2, leading to cooperation between the USSR and USA. With the end of the war the clashes of system, process and culture led to the countries falling out.	In the 2nd World War, Germany was a common enemy in creating collaboration between the United States. When the war ended, they led to the falling countries of system, process and cultural conflicts.
52	28.69	ሪፖርቱ የተከፈተው ክፍት የሆነ ክርክር እንዲኖር በመጠየቅ እና በመካከለኛው ምስራቅ ስላለው ፖሊሲ በአሜሪካ ውስጥ የጋራ መግባባት በመፍጠር ነው።	The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.	The report is opened by asking for an open debate and creating mutual communication in the United States about its policy in the Middle East.
689	28.73	እንዲሁም ብሎግ ማድረግ “ተማሪዎች በዙሪያቸው ስላለው ኣለም የበለጠ እውቀት እንዲኖራቸው ያስገድዳቸዋል።” የታዳሚዎችን ፍላጎት የመመገብ አስፈላጊነት ተማሪዎች ጎበዝ እና ሳቢ እንዲሆኑ ያነሳሳቸዋል (Toto፣ 2004)።	Also blogging \"forces students to become more savvy about the world around them.\" The need to feed the interest of the audience inspires students to be clever and interesting (Toto, 2004).	Also, blogging allows students to have more knowledge about the world around them. The need to feed the need for students to be mature and interesting is that it motivates them to become mature and interesting.
399	28.79	ግን የእሱ ግኝት ምንም ይሁን ምን፣ የኤስኪሞ ጎሳዎች በወቅቱ እዚያ ይኖሩ ነበር።	But regardless of his discovery, Eskimo tribes were already living there at the time.	But no matter what his discovery was, Skyomo tribes lived there at the time.
984	28.86	አብዛኛዎቹ ዘመናዊ የምርምር ቴሌስኮፖች ጥሩ የአየር ንብረት ሁኔታ ባላቸው ሩቅ አካባቢዎች ውስጥ የሚገኙ ግዙፍ ተቋማት ናቸው።	Most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions.	Most of the modern research telescos are huge facilities in remote areas with good weather conditions.
123	28.87	የ 64 ኣመቱ የጭነት መኪና ሾፌር፣ በአደጋው አልተጎዳም።	The truck driver, who is aged 64, was not injured in the crash.	The 64-year-old truck driver was not injured in the accident.
285	29.00	በቀጣይ ካምብሪጅ ውስጥ ወዳለው አደንብሩክስ ሆስፒታል ተዘዋውሯል።	He was subsequently relocated to Addenbrooke's Hospital in Cambridge.	He was later transferred to the Urban Hospital in Cambridge.
996	29.00	እንዲሁም ለታዋቂ የእግር ጉዞ እና ለብስክሌት ጎዳናዎች መንገዶችን ከፍተዋል።	They also define routes for popular hiking and cycling trails.	They also opened roads for popular hiking and bicycle paths.
790	29.02	የጉዞ ወኪሎች አብዛኛውን ጊዜ ቁርስ፣ ከ/ወደ አውሮፕላን ማረፊያው የመጓጓዣ ዝግጅቶችን የሚያጠቃልሉ ጥቅሎችን ወይም የተዋሃዱ የበረራ እና ሆቴል ጥቅሎችን ያቀርባሉ።	Travel agents usually offer packages that include breakfast, transportation arrangements to/from the airport or even combined flight and hotel packages.	Travel agents usually offer packages or interior flight and hotel packages that summarize travel events at the airport.
293	29.02	እስራኤል አንድ ስምምነት ከተፈረመ በኋላ ለአስር ኣመታት በሸለቆው ውስጥ ቀጣይነት ያለው ወታደራዊ መገኘት ትፈልጋለች፣ PA በበኩሉ እንዲህ ኣይነቱን መገኘት ለአምስት ኣመታት ብቻ እንዲሆን ይስማማል።	Israel demands an ongoing military presence in the valley for ten years once an agreement is signed while the PA agrees to leave such presence only for five years.	After the signing of an agreement, Israel wants to have a steady military presence in the valley for ten years, and that this kind of presence would only be agreed for five years.
298	29.07	ይህ በአራት ኣመታት ውስጥ የማርቴሊ አምስተኛው CEP ነው።	It is Martelly's fifth CEP in four years.	This is the fifth of Marthli in four years.
945	29.12	የሃልዳርስቪክ መንደር በአቅራቢያው ያለ የኢስቱርቮይ ደሴት እይታዎችን ያቀርባል እና ያልተለመደ ጎነ-ስምንት ቤተ-ክርስቲያን አለው።	The village of Haldarsvík offer views of the nearby island Eysturoy and has an unusual octagonal church.	The Village Village village offers views of the nearby Isturvoy Island and has an unusual eight-story Church.
408	29.27	ኦገስት 15 ቀን 1940 አሊያንስ ደቡባዊ ፈረንሳይን ወረሩ ፣ ወረራው “ኦፕሬሽን ድራጎን” ተባለ።	On 15 August 1940, the Allies invaded southern France, the invasion was called \"Operation Dragoon\".	On the 15th day of August 1940, Alican invaded southern France, the invasion of the invasion was dubbed into a subsidiary.
455	29.36	እንዲሁም ከአብዮቱ በኋላ እጅግ ከፍተኛ ፍላጎት ያላቸው እና ስኬታማ እንዲሆኑ የሚያስችሏቸው ሙያዎች ለሁሉም ወንድ አመልካቾች ክፍት ነበሩ።	Also after the Revolution occupations were open to all male applicants allowing the most ambitious and successful to succeed.	Also, the professions that enabled them to be extremely passionate and successful were open to all male applicants.
323	29.48	ተጠባባቂ ጠቅላይ ሚኒስትር ጁሊያ ጊላርድ በ 2010 የፌዴራል ምርጫ ዘመቻ ወቅት ንግስት ኤልሳቤጥ II በንግስና ማብቂያ አውስትራሊያ ሪፐብሊክ መሆን አለባት ብለው እንደሚያምኑ ተናግረዋል።	Caretaker Prime Minister Julia Gillard claimed during the campaign of the 2010 federal election that she believed Australia should become a republic at the end of Queen Elizabeth II's reign.	Prime Minister Julia Gillard said in 2010 that Queen Elizabeth had to be the Republic of Australia at the end of the 2010 federal election.
712	29.51	ጎማ በኮንጎ ዲሞክራቲክ ሪፐብሊክ ምስራቅ ጫፍ ሩዋንዳ አቅራቢያ የምትገኝ የቱሪስት ከተማ ናት።	Goma is a tourist city of the Democratic Republic of Congo in the extreme east near Rwanda.	Goma is a tourist city near Rwanda, the end of the Congo's Democratic Republic.
241	29.52	ሚካኤል ሽማከር ውድድሩ ከአሎሶ ብዙም ሳይቆይ አቋርጧል፣ ምክንያቱም በውድድሩ ወቅት በነበሩት በርካታ ውጊያዎች ላይ በደረሰበት የሰስፔንሽን አደጋ ምክንያት።	Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.	Michael Schmart has soon discontinued the tournament from Losso, because of the risk of Special Violence in the numerous battles during the tournament.
20	29.62	ራየን ጎሊንግ እና ኤማ ስቶን የሰሩበት ፊልም በሁሉም ዋና ምድቦች እጩነት አግኝተዋል።	The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.	Ryan Goling and Emma Stone have been nominated as a candidate in all major categories.
106	29.78	የንድፍ ትንተና ውጤት የህዝብ ድር ጣቢያ ላይ ይለጠፋል።	The result of plotting analysis will be posted to a public website.	The effect of design analysis will be posted on the public website.
62	29.78	በጣልያን ሌሎች ከተሞች እና በተቀሪው ኣለም፣ በተለይም በፖላንድ፣ በጣም በትልቅ የህዝብ ቁጥር የታዩ ተመሳሳይ አደረጃጀቶች ተፈጥረው ነበር።	In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.	In Italy, other cities and the rest of the world, particularly in Poland, the most populous population was created.
118	29.90	ለስዊድን እና ለሌሎች 28 ሀገራት ከ1፣000 በላይ የሚሆኑ ቴምብሮችን አምርቷል።	He produced over 1,000 stamps for Sweden and 28 other countries.	It has produced more than 1,000 Timbabs for Swiss and 28 other countries.
963	29.91	ባሉት ትናንሽ የአየር ጸባይ ልዩነት፣ በተለያየ አፈር እና በከፍታ ምክንያት በውስጡ የተለያዩ የእጽዋት ማህበረሰቦች አሉት።	It has a notably wide variety of plant communities, due to its range of microclimates, differing soils and varying levels of altitude.	It has a wide variety of plant communities in it, due to its small weather variations, with different soil and open space.
394	30.46	በመካከለኛው ምስራቅ ሞቃት የአየር ጸባይ፣ ቤቱ ብዙም አስፈላጊ አልነበረም።	In the warm climate of the Middle East, the house was not so important.	In the Middle East, the building was not important.
738	30.64	የወረዳ ውስጥ አውቶቡሶች በብዛት ሙሉ ስለሆኑ፣ ትንሽ ቀናት ቀደም ብሎ ትኬት መግዛት ይመከራል።	As the inter-district buses are often full, it is advisable to purchase a ticket a few days in advance.	Since buses are usually full, it is recommended to purchase a ticket before a few days.
591	30.71	የሳይንስ ዋና ግብ ኣለም በሳይንሳዊ ዘዴ አማካኝነት የምትሰራበትን መንገድ ማወቅ ነው። ይህ ዘዴ በእውነቱ በጣም ሳይንሳዊ ምርምርን ይመራል።	Science’s main goal is to figure out the way the world works through the scientific method. This method in fact guides most scientific research.	The main goal of science is to know how the world works through scientific method. This method actually leads to very scientific research.
707	30.71	ዘመናዊቷ የካዛብላንካ ከተማ በ 10 ኛው ክ / ዘ ከክርስቶስ ልደት በፊት በበርበር አሳ አጥማጆች የተቋቋመች ስትሆን ፊንቄያውያን ፣ ሮማውያን እና ሜሬኒዶች አንፋ የተባለ ስትራቴጂካዊ ወደብ ሆና ታገለግል ነበር።	The modern city of Casablanca was founded by Berber fishermen in the 10th century BCE, and was used by the Phoenicians, Romans, and the Merenids as a strategic port called Anfa.	The modern city of Czablanca was founded in the 10th century BC, and was used as a strategic portfolio of phoenicians, Romans, and mechanics.
740	30.79	እንደ ፓሮ (Nu 150) እና ፓኑካ (Nu 200) ያሉ የጋራ ታክሲዎች በአቅራቢያ ወዳሉ ቦታዎች ለመጓዝ ፈጣን እና ምቹ መንገዶች ናቸው።	Shared taxis are a quick and comfortable means to travel to nearby places, such as Paro (Nu 150) and Punakha (Nu 200).	As a poro 150 and Panunoi are a quick and comfortable way to travel to nearby places, where the common taxi is single.
778	30.95	ዋናው የሀገር ውስጥ ቢራ 'ቁጥር አንድ' ነው፣ ውስብስብ ቢራ ሳይሆን፣ አስደሳች እና አርኪ ነው። ሌላው የሀገር ውስጥ ቢራ \"ማንታ\" ይባላል።	The main local beer is 'Number One', it is not a complex beer, but pleasant and refreshing. The other local beer is called \"Manta\".	The main domestic beer is the 'start', not a complex beer, it is fun and satisfying. The other domestic beer is called \"Marta.\"
620	31.14	ይህ ከአዳኝ እንስሳት ለመደበቅ የትንንሽ ቦታዎች ሰፊ ክልል ይሰጣቸዋል።	This gives them a wider range of small places to hide from predators.	This gives them a wide range of small spaces to hide from new animals.
979	31.33	ስለዚህ፣ ይህንን የሰዋሰው ጀማሪ መማርያ ማንበብ ስለ ፐርዢያ ሰዋሰው በደንብ ለመማር እና ሀረጎችን የበለጠ ለመረዳት ያግዝዎታል።	Therefore, reading this grammar primer would help you learn much about Persian grammar and understand phrases better.	Therefore, reading this satellite start-up will help you learn more about the Persian grammar and understand the phrases.
926	31.53	በተለይ ከዚያ በፊት በአውሮፕላን በረው የማያውቁ ከሆነ ወይም አንድ አሰቃቂ ሁኔታ አጋጥሟቸው የሚያውቅ ከሆነ፣ በአውሮፕላን መጓዝ ከብዙ እድሜ እና ቦታ ላይ ለመጡ ሰዎች አስፈሪ ተሞክሮ ሊሆን ይችላል።	Travelling by plane can be a scary experience for people of all ages and backgrounds, particularly if they've not flown before or have experienced a traumatic event.	Especially if you do not know of a trauma or have had a traumatic situation before, traveling by plane can be a scary experience for people from many ages and places.
809	31.59	እንደ ዝሆኖች እና ቀጭኔዎች ያሉ አንዳንድ እንስሳት ወደ መኪናዎች የመቅረብ ዝንባሌ አላቸው ስለዚህ መደበኛ መሳሪያዎች ጥሩ እይታን ያስገኛሉ።	Some animals, such as elephants and giraffes, tend to approach closely to cars and standard equipment will allow good viewing.	Some animals, such as elephants and cigarettes, tend to draw close to cars so regular devices take a good look at them.
78	31.65	የዩኤስ ፕሬዚደንት ጆርጅ ደብሊው ቡሽ መግለጫውን ተቀብሏል።	U.S. President George W. Bush welcomed the announcement.	US President George W. Bush received the statement.
869	31.67	ከራስዎ ሌላ የመንግስታትን ምክር ሊያማክሩም ሊፈልጉ ይችላሉ ነገር ግን የነሱ ምክር ለነሱ ዜጎች የተነደፈ ነው።	You may also wish to consult the advice of governments other than your own, but their advice is designed for their citizens.	You may want to consult with another government's advice, but their advice is designed for the citizens of Israel.
701	31.69	ፖርቱጋላዊው ተመራማሪ ቫስኮ ዳ ጋማ የኬፕ መስመርን ከአውሮፓ እስከ ህንድ ስላገኘው የአውሮፓ ተጽእኖ እና ቅኝ ግዛት በ 15 ኛው ክፍለ ዘመን ተጀመረ።	European influence and colonialism began in the 15th century, as Portuguese explorer Vasco da Gama found the Cape Route from Europe to India.	The Portuguese researchers Vasco da Gama started in the 15th century about the European impact and colonization of the Cape from Europe to India.
390	31.79	ሰዎች ለአማልክት መስዋእት ያቅርቡ ነበር እናም ካህናቱ በክብረ በኣላት እና በበኣላት አማካይነት ለአማልክቶች ፍላጎቶች ለመከታተል ይሞክሩ ነበር።	People would bring sacrifices to the gods and the priests would try to attend to the needs of the gods through ceremonies and festivals.	People had to offer sacrifices to the gods and the priests tried to monitor the needs of God through celebrations and holidays.
916	31.84	በእነዚህ የትምህርት መርሃ ግብሮች ውስጥ ለመመዝገብ በአይነተኝነት የትምህርት ክፍያ ይኖራል።	Typically there will be a tuition fee to enroll in these educational programs.	There will be tuition fees for signing up in these educational programs.
622	31.99	ከሺዎች ኣመታት በፊት አርስጥሮኮስ የተባለ አንድ ሰው የሶላር ሲስተሙ በጸሀይ ዙሪያ ይዘዋወራል ብሏል።	Thousands of years ago, a man called Aristarchus said that the Solar System moved around the Sun.	A man named Arsstros, thousands of years ago, says the Solar System around the Sun.
719	32.04	በ 1990 በበረሃ አሸዋዎች ስጋት ምክንያት በአደጋ ላይ ካሉ የኣለም ቅርሶች ዝርዝር ውስጥ ተጨምራለች።	In 1990, it was added to the list of world heritage sites in danger, due to the threat of desert sands.	In 1990, she was added to the list of world artifacts that were at risk of sands.
461	32.06	በእውነቱ ፣ አንድ ሰው መኖሩን ቢያውቅም በጭራሽ ማግኘቱን ቀላል አይደለም። አንዴ ወደ ዋሻው ውስጥ ከገባ በኋላ አጠቃላይ መገለል ነው።	In fact, it is not easy to find at all even if one knew it existed. Once inside the cave, it is a total isolation.	In fact, it is not easy to find a person, even if he knows that he is alive. After entering the cave he is the total recording.
356	32.18	በጠፈር ላይ ሳተላይት ወይም ቴሌስኮፕን ለማስገባት ከ 100 ጫማ ከፍታ በላይ ያለው አንድ ግዙፍ ሮኬት ያስፈልጋል።	It takes a giant rocket over a 100 feet high to put a satellite or telescope in space.	A huge rocket with more than 100 feet (100 feet) to enter a satellite or telescope in space.
137	32.21	ግድቡ በ 1963 ከተገነባ በኋላ በየአመቱ በወንዙን አቧራ የሚዘራውን የጎርፍ መጥለቅለቅ አቆመ።	After the dam was built in 1963, the seasonal floods that would spread sediment throughout the river were halted.	after the dam was built in 1963, he dropped the flood over the river each year.
900	32.29	ብዙውን ጊዜ እዚህ የቱሪስቶች እና የሻጮች ድምጽ ይሰማሉ። የድምጽ እና የብርሃኑ ታሪክ ልክ እንደ የተረት መጽሀፍ ነው።	Usually you always here the sound of tourists and vendors. The story of the sound and light is just like a story book.	Often you hear the sound of tourists and vendors here. The sound and the story of the silver is like a metal book.
